Game ID;Date;Side;Result;Player;Role;Hero;Ban Hero;Common Skill;Team;Opponent;Score;Kill;Death;Assist;Gold;Tyrant;S Tyrant;Tempest;Overlord;S Overlord;Damage Dealt;Damage Taken;Duration;Stage;Group;Region;;;
KWC26_PI_M05_G2;30/07/2026;Red;Win;Tempest;Clashlane;Fatih;Lorion;Flash;Influence Rage;Buriram United;1 - 1;1;2;6;13200;1;1;0;0;1;107200;108900;19:53;Play-in;Group A;BR;;;
KWC26_PI_M05_G2;30/07/2026;Red;Win;Dani;Jungler;Musashi;Florentino;Smite;Influence Rage;Buriram United;1 - 1;1;5;2;13200;1;1;0;0;1;70300;87500;19:53;Play-in;Group A;BR;;;
KWC26_PI_M05_G2;30/07/2026;Red;Win;Fury;Midlane;Mai Shiranui;Menki;Flash;Influence Rage;Buriram United;1 - 1;0;2;5;9800;1;1;0;0;1;78600;65000;19:53;Play-in;Group A;BR;;;
KWC26_PI_M05_G2;30/07/2026;Red;Win;Lefy;Farmlane;Lady Sun;Kaizer;Flash;Influence Rage;Buriram United;1 - 1;8;2;2;16200;1;1;0;0;1;145800;61000;19:53;Play-in;Group A;BR;;;
KWC26_PI_M05_G2;30/07/2026;Red;Win;Maynah;Roamer;Lapu lapu;;Flash;Influence Rage;Buriram United;1 - 1;0;2;8;8900;1;1;0;0;1;44600;121800;19:53;Play-in;Group A;BR;;;
KWC26_PI_M05_G3;30/07/2026;Red;Lose;Littleboyz;Clashlane;Mi Yue;Pei;Frenzy;Buriram United;Influence Rage;1 - 2;2;4;3;12400;0;0;0;2;1;71300;63300;17:16;Play-in;Group A;TH;;;
KWC26_PI_M05_G3;30/07/2026;Red;Lose;Valdus;Jungler;Charlotte;Ao Yin;Smite;Buriram United;Influence Rage;1 - 2;1;2;2;11200;0;0;0;2;1;69800;62300;17:16;Play-in;Group A;TH;;;
KWC26_PI_M05_G3;30/07/2026;Red;Lose;NuNu;Midlane;Mai Shiranui;Yu Huan;Flash;Buriram United;Influence Rage;1 - 2;0;2;4;9600;0;0;0;2;1;103800;52300;17:16;Play-in;Group A;TH;;;
KWC26_PI_M05_G3;30/07/2026;Red;Lose;Ligky;Farmlane;Chicha;Haya;Flash;Buriram United;Influence Rage;1 - 2;1;3;3;11100;0;0;0;2;1;78300;57400;17:16;Play-in;Group A;TH;;;
KWC26_PI_M05_G3;30/07/2026;Red;Lose;Taoz;Roamer;Lian Po;;Flash;Buriram United;Influence Rage;1 - 2;1;0;4;7100;0;0;0;2;1;40900;127200;17:16;Play-in;Group A;TH;;;
KWC26_PI_M05_G3;30/07/2026;Blue;Win;Tempest;Clashlane;Biron;Lorion;Flash;Influence Rage;Buriram United;2 - 1;3;0;4;12700;2;2;0;0;0;49900;87700;17:16;Play-in;Group A;BR;;;
KWC26_PI_M05_G3;30/07/2026;Blue;Win;Dani;Jungler;Flowborn(JG);Florentino;Smite;Influence Rage;Buriram United;2 - 1;1;2;4;9300;2;2;0;0;0;54200;128500;17:16;Play-in;Group A;BR;;;
KWC26_PI_M05_G3;30/07/2026;Blue;Win;Fury;Midlane;Lady Zhen;Fuzi;Flash;Influence Rage;Buriram United;2 - 1;2;3;5;9400;2;2;0;0;0;124000;35100;17:16;Play-in;Group A;BR;;;
KWC26_PI_M05_G3;30/07/2026;Blue;Win;Lefy;Farmlane;Arli;Dharma;Frenzy;Influence Rage;Buriram United;2 - 1;4;0;5;15100;2;2;0;0;0;101800;51100;17:16;Play-in;Group A;BR;;;
KWC26_PI_M05_G3;30/07/2026;Blue;Win;Maynah;Roamer;Dyadia;;Flash;Influence Rage;Buriram United;2 - 1;1;0;9;9300;2;2;0;0;0;32700;61700;17:16;Play-in;Group A;BR;;;
KWC26_PI_M06_G1;30/07/2026;Blue;Lose;Ratel;Clashlane;Biron;Yango;Flash;NS RedForce;Deep Cross Gaming;0 - 1;1;2;3;7900;0;0;0;1;0;41300;90900;12:02;Play-in;Group B;KR;;;
KWC26_PI_M06_G1;30/07/2026;Blue;Lose;Haku;Jungler;Nezha;Pei;Smite;NS RedForce;Deep Cross Gaming;0 - 1;0;3;2;7400;0;0;0;1;0;20300;33100;12:02;Play-in;Group B;KR;;;
KWC26_PI_M06_G1;30/07/2026;Blue;Lose;Illusion;Midlane;Mai Shiranui;Ukyo Tachibana;Flash;NS RedForce;Deep Cross Gaming;0 - 1;2;1;2;7200;0;0;0;1;0;49800;44800;12:02;Play-in;Group B;KR;;;
KWC26_PI_M06_G1;30/07/2026;Blue;Lose;Siri;Farmlane;Ao Yin;Ying;Flash;NS RedForce;Deep Cross Gaming;0 - 1;2;2;1;8600;0;0;0;1;0;46700;38800;12:02;Play-in;Group B;KR;;;
KWC26_PI_M06_G1;30/07/2026;Blue;Lose;Namu3;Roamer;Dyadia;;Flash;NS RedForce;Deep Cross Gaming;0 - 1;0;2;4;5400;0;0;0;1;0;27300;52800;12:02;Play-in;Group B;KR;;;
KWC26_PI_M06_G1;30/07/2026;Red;Win;Clean;Clashlane;Charlotte;Florentino;Flash;Deep Cross Gaming;NS RedForce;1 - 0;0;2;5;8600;2;1;0;0;1;62100;37800;12:02;Play-in;Group B;TW;;;
KWC26_PI_M06_G1;30/07/2026;Red;Win;Godwu;Jungler;Yang Jian;Haya;Smite;Deep Cross Gaming;NS RedForce;1 - 0;6;1;1;10800;2;1;0;0;1;61400;44200;12:02;Play-in;Group B;TW;;;
KWC26_PI_M06_G1;30/07/2026;Red;Win;Ethan;Midlane;Xiao Qiao;Augran;Flash;Deep Cross Gaming;NS RedForce;1 - 0;2;1;7;7200;2;1;0;0;1;55600;21100;12:02;Play-in;Group B;TW;;;
KWC26_PI_M06_G1;30/07/2026;Red;Win;Son;Farmlane;Flowborn(FL);Dun;Flash;Deep Cross Gaming;NS RedForce;1 - 0;2;1;4;9500;2;1;0;0;1;58200;32400;12:02;Play-in;Group B;TW;;;
KWC26_PI_M06_G1;30/07/2026;Red;Win;Xin;Roamer;Zhang Fei;;Heal;Deep Cross Gaming;NS RedForce;1 - 0;0;0;10;6200;2;1;0;0;1;23200;50000;12:02;Play-in;Group B;TW;;;
KWC26_PI_M06_G2;30/07/2026;Red;Lose;Ratel;Clashlane;Charlotte;Yango;Flash;NS RedForce;Deep Cross Gaming;0 - 2;0;1;2;8200;1;0;0;0;0;26400;36200;12:03;Play-in;Group B;KR;;;
KWC26_PI_M06_G2;30/07/2026;Red;Lose;Haku;Jungler;Yao;Pei;Smite;NS RedForce;Deep Cross Gaming;0 - 2;2;2;0;8700;1;0;0;0;0;38100;33800;12:03;Play-in;Group B;KR;;;
KWC26_PI_M06_G2;30/07/2026;Red;Lose;Illusion;Midlane;Angela;Dharma;Flash;NS RedForce;Deep Cross Gaming;0 - 2;2;2;2;6300;1;0;0;0;0;38800;24300;12:03;Play-in;Group B;KR;;;
KWC26_PI_M06_G2;30/07/2026;Red;Lose;Siri;Farmlane;Chano;Ao Yin;Flash;NS RedForce;Deep Cross Gaming;0 - 2;2;3;4;8100;1;0;0;0;0;76500;30300;12:03;Play-in;Group B;KR;;;
KWC26_PI_M06_G2;30/07/2026;Red;Lose;Namu3;Roamer;Kui;;Flash;NS RedForce;Deep Cross Gaming;0 - 2;1;5;4;5000;1;0;0;0;0;16900;67000;12:03;Play-in;Group B;KR;;;
KWC26_PI_M06_G2;30/07/2026;Blue;Win;Clean;Clashlane;Guan Yu;Florentino;Sprint;Deep Cross Gaming;NS RedForce;2 - 0;2;2;6;7800;1;1;0;0;0;37900;26000;12:03;Play-in;Group B;TW;;;
KWC26_PI_M06_G2;30/07/2026;Blue;Win;Godwu;Jungler;Jing;Haya;Smite;Deep Cross Gaming;NS RedForce;2 - 0;3;1;5;11500;1;1;0;0;0;44900;36100;12:03;Play-in;Group B;TW;;;
KWC26_PI_M06_G2;30/07/2026;Blue;Win;Ethan;Midlane;Mai Shiranui;Augran;Flash;Deep Cross Gaming;NS RedForce;2 - 0;3;1;8;7600;1;1;0;0;0;43600;29000;12:03;Play-in;Group B;TW;;;
KWC26_PI_M06_G2;30/07/2026;Blue;Win;Son;Farmlane;Di Renjie;Flowborn(JG);Flash;Deep Cross Gaming;NS RedForce;2 - 0;5;2;3;8900;1;1;0;0;0;45700;36400;12:03;Play-in;Group B;TW;;;
KWC26_PI_M06_G2;30/07/2026;Blue;Win;Xin;Roamer;Lapu lapu;;Flash;Deep Cross Gaming;NS RedForce;2 - 0;0;1;12;5600;1;1;0;0;0;19500;69200;12:03;Play-in;Group B;TW;;;
KWC26_PI_M07_G1;31/07/2026;Red;Win;Yuh;Clashlane;Fatih;Haya;Flash;Team Flash;S8UL Esports;1 - 0;1;4;5;10800;1;1;0;1;2;70800;91100;17:03;Play-in;Group A;VN;;;
KWC26_PI_M07_G1;31/07/2026;Red;Win;Julius;Jungler;Augran;Pei;Smite;Team Flash;S8UL Esports;1 - 0;3;4;2;12800;1;1;0;1;2;102000;93400;17:03;Play-in;Group A;VN;;;
KWC26_PI_M07_G1;31/07/2026;Red;Win;HieuDuc;Midlane;Lorion;Luna;Flash;Team Flash;S8UL Esports;1 - 0;3;3;6;10500;1;1;0;1;2;137300;71500;17:03;Play-in;Group A;VN;;;
KWC26_PI_M07_G1;31/07/2026;Red;Win;Ryn;Farmlane;Chano;Jing;Flash;Team Flash;S8UL Esports;1 - 0;4;4;2;11600;1;1;0;1;2;72200;51400;17:03;Play-in;Group A;VN;;;
KWC26_PI_M07_G1;31/07/2026;Red;Win;Tofu;Roamer;Zhang Fei;;Heal;Team Flash;S8UL Esports;1 - 0;0;1;7;7900;1;1;0;1;2;30000;126600;17:03;Play-in;Group A;VN;;;
KWC26_PI_M07_G1;31/07/2026;Blue;Lose;Meruem;Clashlane;Biron;Florentino;Flash;S8UL Esports;Team Flash;0 - 1;1;1;8;8700;0;1;0;0;0;60500;116900;17:03;Play-in;Group A;IND;;;
KWC26_PI_M07_G1;31/07/2026;Blue;Lose;Kong;Jungler;Chicha;Mai Shiranui;Smite;S8UL Esports;Team Flash;0 - 1;11;3;2;15000;0;1;0;0;0;164200;105400;17:03;Play-in;Group A;IND;;;
KWC26_PI_M07_G1;31/07/2026;Blue;Lose;Kyurem;Midlane;Lady Zhen;Charlotte;Flash;S8UL Esports;Team Flash;0 - 1;1;1;3;9100;0;1;0;0;0;99100;49400;17:03;Play-in;Group A;IND;;;
KWC26_PI_M07_G1;31/07/2026;Blue;Lose;Kaeltzy;Farmlane;Ao Yin;Musashi;Flash;S8UL Esports;Team Flash;0 - 1;2;3;1;10500;0;1;0;0;0;69900;48100;17:03;Play-in;Group A;IND;;;
KWC26_PI_M07_G1;31/07/2026;Blue;Lose;Doofy;Roamer;Lapu lapu;;Flash;S8UL Esports;Team Flash;0 - 1;1;3;11;8000;0;1;0;0;0;40300;95400;17:03;Play-in;Group A;IND;;;
KWC26_PI_M07_G2;31/07/2026;Red;Win;Yuh;Clashlane;Guan Yu;Haya;Sprint;Team Flash;S8UL Esports;2 - 0;0;4;6;10400;2;1;0;0;2;;;18:56;Play-in;Group A;VN;;;
KWC26_PI_M07_G2;31/07/2026;Red;Win;Julius;Jungler;Yang Jian;Pei;Smite;Team Flash;S8UL Esports;2 - 0;4;3;6;12900;2;1;0;0;2;;;18:56;Play-in;Group A;VN;;;
KWC26_PI_M07_G2;31/07/2026;Red;Win;HieuDuc;Midlane;Garuda;Musashi;Flash;Team Flash;S8UL Esports;2 - 0;1;0;10;11000;2;1;0;0;2;;;18:56;Play-in;Group A;VN;;;
KWC26_PI_M07_G2;31/07/2026;Red;Win;Ryn;Farmlane;Ao Yin;Luna;Flash;Team Flash;S8UL Esports;2 - 0;5;0;5;12800;2;1;0;0;2;;;18:56;Play-in;Group A;VN;;;
KWC26_PI_M07_G2;31/07/2026;Red;Win;Tofu;Roamer;Dolia;;Heal;Team Flash;S8UL Esports;2 - 0;3;3;9;9600;2;1;0;0;2;;;18:56;Play-in;Group A;VN;;;
KWC26_PI_M07_G2;31/07/2026;Blue;Lose;Meruem;Clashlane;Xiang Yu;Mai Shiranui;Flash;S8UL Esports;Team Flash;0 - 2;0;3;7;9000;0;1;0;1;0;;;18:56;Play-in;Group A;IND;;;
KWC26_PI_M07_G2;31/07/2026;Blue;Lose;Kong;Jungler;Nezha;Florentino;Smite;S8UL Esports;Team Flash;0 - 2;3;3;4;12800;0;1;0;1;0;;;18:56;Play-in;Group A;IND;;;
KWC26_PI_M07_G2;31/07/2026;Blue;Lose;Kyurem;Midlane;Lorion;Nuwa;Flash;S8UL Esports;Team Flash;0 - 2;0;4;9;9400;0;1;0;1;0;;;18:56;Play-in;Group A;IND;;;
KWC26_PI_M07_G2;31/07/2026;Blue;Lose;Kaeltzy;Farmlane;Flowborn(FL);Shi;Flash;S8UL Esports;Team Flash;0 - 2;6;1;3;16000;0;1;0;1;0;;;18:56;Play-in;Group A;IND;;;
KWC26_PI_M07_G2;31/07/2026;Blue;Lose;Doofy;Roamer;Zhang Fei;;Heal;S8UL Esports;Team Flash;0 - 2;1;2;8;8500;0;1;0;1;0;;;18:56;Play-in;Group A;IND;;;
KWC26_PI_M08_G1;31/07/2026;Blue;Lose;iHanss;Clashlane;Florentino;Biron;Flash;OG Esports;Blacklist Intl.;0 - 1;0;3;3;7000;0;0;0;1;0;;;11:12;Play-in;Group B;ID;;;
KWC26_PI_M08_G1;31/07/2026;Blue;Lose;DaoDao;Jungler;Pei;Mai Shiranui;Smite;OG Esports;Blacklist Intl.;0 - 1;2;2;1;8400;0;0;0;1;0;;;11:12;Play-in;Group B;ID;;;
KWC26_PI_M08_G1;31/07/2026;Blue;Lose;Niel;Midlane;Xiao Qiao;Devara;Flash;OG Esports;Blacklist Intl.;0 - 1;1;2;2;5500;0;0;0;1;0;;;11:12;Play-in;Group B;ID;;;
KWC26_PI_M08_G1;31/07/2026;Blue;Lose;Ahem;Farmlane;Lady Sun;Shi;Flash;OG Esports;Blacklist Intl.;0 - 1;0;2;0;7000;0;0;0;1;0;;;11:12;Play-in;Group B;ID;;;
KWC26_PI_M08_G1;31/07/2026;Blue;Lose;663;Roamer;Lapu lapu;;Flash;OG Esports;Blacklist Intl.;0 - 1;0;3;3;4400;0;0;0;1;0;;;11:12;Play-in;Group B;ID;;;
KWC26_PI_M08_G1;31/07/2026;Red;Win;Chammy1;Clashlane;Guan Yu;Ao Yin;Sprint;Blacklist Intl.;OG Esports;1 - 0;3;0;5;8400;2;1;0;0;0;;;11:12;Play-in;Group B;PH;;;
KWC26_PI_M08_G1;31/07/2026;Red;Win;Juschie;Jungler;Ukyo Tachibana;Haya;Smite;Blacklist Intl.;OG Esports;1 - 0;4;0;4;10900;2;1;0;0;0;;;11:12;Play-in;Group B;PH;;;
KWC26_PI_M08_G1;31/07/2026;Red;Win;Dragon;Midlane;Lorion;Flowborn(FL);Flash;Blacklist Intl.;OG Esports;1 - 0;0;1;7;6100;2;1;0;0;0;;;11:12;Play-in;Group B;PH;;;
KWC26_PI_M08_G1;31/07/2026;Red;Win;Goldenk1te;Farmlane;Chicha;Erin;Frenzy;Blacklist Intl.;OG Esports;1 - 0;5;1;2;8500;2;1;0;0;0;;;11:12;Play-in;Group B;PH;;;
KWC26_PI_M08_G1;31/07/2026;Red;Win;Chazz;Roamer;Zhang Fei;;Heal;Blacklist Intl.;OG Esports;1 - 0;0;1;11;5900;2;1;0;0;0;;;11:12;Play-in;Group B;PH;;;
KWC26_PI_M08_G2;31/07/2026;Blue;Win;iHanss;Clashlane;Dharma;Biron;Flash;OG Esports;Blacklist Intl.;1 - 1;0;3;6;8400;1;1;0;0;1;28400;71000;13:58;Play-in;Group B;ID;;;
KWC26_PI_M08_G2;31/07/2026;Blue;Win;DaoDao;Jungler;Yang Jian;Charlotte;Smite;OG Esports;Blacklist Intl.;1 - 1;5;0;5;12400;1;1;0;0;1;131500;122400;13:58;Play-in;Group B;ID;;;
KWC26_PI_M08_G2;31/07/2026;Blue;Win;Niel;Midlane;Haya;Arli;Flash;OG Esports;Blacklist Intl.;1 - 1;5;1;4;10200;1;1;0;0;1;62700;46100;13:58;Play-in;Group B;ID;;;
KWC26_PI_M08_G2;31/07/2026;Blue;Win;Ahem;Farmlane;Erin;Di Renjie;Flash;OG Esports;Blacklist Intl.;1 - 1;4;2;6;10300;1;1;0;0;1;43900;23200;13:58;Play-in;Group B;ID;;;
KWC26_PI_M08_G2;31/07/2026;Blue;Win;663;Roamer;Dolia;;Heal;OG Esports;Blacklist Intl.;1 - 1;0;1;11;7300;1;1;0;0;1;36500;66500;13:58;Play-in;Group B;ID;;;
KWC26_PI_M08_G2;31/07/2026;Red;Lose;Chammy1;Clashlane;Fatih;Ao Yin;Flash;Blacklist Intl.;OG Esports;1 - 1;1;4;4;8400;0;0;0;0;0;65000;79100;13:58;Play-in;Group B;PH;;;
KWC26_PI_M08_G2;31/07/2026;Red;Lose;Juschie;Jungler;Agudo;Zhang Fei;Smite;Blacklist Intl.;OG Esports;1 - 1;2;2;2;8800;0;0;0;0;0;71400;113100;13:58;Play-in;Group B;PH;;;
KWC26_PI_M08_G2;31/07/2026;Red;Lose;Dragon;Midlane;Xiao Qiao;Chano;Flash;Blacklist Intl.;OG Esports;1 - 1;0;4;5;6100;0;0;0;0;0;56000;42200;13:58;Play-in;Group B;PH;;;
KWC26_PI_M08_G2;31/07/2026;Red;Lose;Goldenk1te;Farmlane;Flowborn(FL);Chicha;Flash;Blacklist Intl.;OG Esports;1 - 1;3;1;1;10400;0;0;0;0;0;94000;40400;13:58;Play-in;Group B;PH;;;
KWC26_PI_M08_G2;31/07/2026;Red;Lose;Chazz;Roamer;Mozi;;Flash;Blacklist Intl.;OG Esports;1 - 1;1;3;5;5700;0;0;0;0;0;42800;74500;13:58;Play-in;Group B;PH;;;
KWC26_PI_M08_G3;31/07/2026;Red;Lose;iHanss;Clashlane;Biron;Haya;Flash;OG Esports;Blacklist Intl.;1 - 2;0;1;3;8000;0;1;0;1;0;50400;94000;13:35;Play-in;Group B;ID;;;
KWC26_PI_M08_G3;31/07/2026;Red;Lose;DaoDao;Jungler;Jing;Mai Shiranui;Smite;OG Esports;Blacklist Intl.;1 - 2;3;2;3;11400;0;1;0;1;0;61400;42000;13:35;Play-in;Group B;ID;;;
KWC26_PI_M08_G3;31/07/2026;Red;Lose;Niel;Midlane;Wang Zhaojun;Kaizer;Flash;OG Esports;Blacklist Intl.;1 - 2;1;4;4;5600;0;1;0;1;0;34800;36600;13:35;Play-in;Group B;ID;;;
KWC26_PI_M08_G3;31/07/2026;Red;Lose;Ahem;Farmlane;Fang;Umbrosa;Flash;OG Esports;Blacklist Intl.;1 - 2;2;2;2;9800;0;1;0;1;0;38100;27400;13:35;Play-in;Group B;ID;;;
KWC26_PI_M08_G3;31/07/2026;Red;Lose;663;Roamer;Liang;;Flash;OG Esports;Blacklist Intl.;1 - 2;0;4;4;5500;0;1;0;1;0;27900;38200;13:35;Play-in;Group B;ID;;;
KWC26_PI_M08_G3;31/07/2026;Blue;Win;Chammy1;Clashlane;Charlotte;Zhang Fei;Flash;Blacklist Intl.;OG Esports;2 - 1;3;0;8;11900;1;0;0;0;0;54900;40200;13:35;Play-in;Group B;PH;;;
KWC26_PI_M08_G3;31/07/2026;Blue;Win;Juschie;Jungler;Yang Jian;Ukyo Tachibana;Smite;Blacklist Intl.;OG Esports;2 - 1;4;1;6;9200;1;0;0;0;0;62400;61600;13:35;Play-in;Group B;PH;;;
KWC26_PI_M08_G3;31/07/2026;Blue;Win;Dragon;Midlane;Nuwa;Chano;Flash;Blacklist Intl.;OG Esports;2 - 1;0;2;6;7100;1;0;0;0;0;48800;20900;13:35;Play-in;Group B;PH;;;
KWC26_PI_M08_G3;31/07/2026;Blue;Win;Goldenk1te;Farmlane;Ao Yin;Flowborn(FL);Flash;Blacklist Intl.;OG Esports;2 - 1;4;1;4;10200;1;0;0;0;0;47000;28100;13:35;Play-in;Group B;PH;;;
KWC26_PI_M08_G3;31/07/2026;Blue;Win;Chazz;Roamer;Lian Po;;Flash;Blacklist Intl.;OG Esports;2 - 1;2;2;7;6600;1;0;0;0;0;25100;61800;13:35;Play-in;Group B;PH;;;
KWC26_PI_M09_G1;31/07/2026;Blue;Win;Yuseong;Clashlane;Guan Yu;Mai Shiranui;Sprint;Buriram United;Team Flash;1 - 0;0;1;5;8000;2;1;0;0;1;24000;42200;15:03;Play-in;Group A;TH;;;
KWC26_PI_M09_G1;31/07/2026;Blue;Win;Valdus;Jungler;Nezha;Ao Yin;Smite;Buriram United;Team Flash;1 - 0;1;2;16;10100;2;1;0;0;1;53000;52800;15:03;Play-in;Group A;TH;;;
KWC26_PI_M09_G1;31/07/2026;Blue;Win;NuNu;Midlane;Lorion;Charlotte;Flash;Buriram United;Team Flash;1 - 0;8;0;7;10400;2;1;0;0;1;105300;35800;15:03;Play-in;Group A;TH;;;
KWC26_PI_M09_G1;31/07/2026;Blue;Win;Ligky;Farmlane;Chicha;Augran;Frenzy;Buriram United;Team Flash;1 - 0;6;0;5;12800;2;1;0;0;1;64100;41900;15:03;Play-in;Group A;TH;;;
KWC26_PI_M09_G1;31/07/2026;Blue;Win;Taoz;Roamer;Zhang Fei;;Heal;Buriram United;Team Flash;1 - 0;2;0;12;7900;2;1;0;0;1;30100;89300;15:03;Play-in;Group A;TH;;;
KWC26_PI_M09_G1;31/07/2026;Red;Lose;Yuh;Clashlane;Biron;Florentino;Flash;Team Flash;Buriram United;0 - 1;0;4;1;7600;0;1;0;1;0;36200;70600;15:03;Play-in;Group A;VN;;;
KWC26_PI_M09_G1;31/07/2026;Red;Lose;Julius;Jungler;Nakoruru;Pei;Smite;Team Flash;Buriram United;0 - 1;1;6;2;8900;0;1;0;1;0;38800;49900;15:03;Play-in;Group A;VN;;;
KWC26_PI_M09_G1;31/07/2026;Red;Lose;HieuDuc;Midlane;Nuwa;Jing;Flash;Team Flash;Buriram United;0 - 1;1;2;0;7600;0;1;0;1;0;90600;39200;15:03;Play-in;Group A;VN;;;
KWC26_PI_M09_G1;31/07/2026;Red;Lose;Ryn;Farmlane;Chano;Agudo;Flash;Team Flash;Buriram United;0 - 1;1;2;2;9300;0;1;0;1;0;62100;40400;15:03;Play-in;Group A;VN;;;
KWC26_PI_M09_G1;31/07/2026;Red;Lose;Tofu;Roamer;Lapu lapu;;Flash;Team Flash;Buriram United;0 - 1;0;3;3;6400;0;1;0;1;0;34400;76500;15:03;Play-in;Group A;VN;;;
KWC26_PI_M09_G2;31/07/2026;Red;Win;Yuseong;Clashlane;Dharma;Florentino;Flash;Buriram United;Team Flash;2 - 0;1;3;5;13000;2;3;1;0;2;83600;84600;22:32;Play-in;Group A;TH;;;
KWC26_PI_M09_G2;31/07/2026;Red;Win;Valdus;Jungler;Augran;Pei;Smite;Buriram United;Team Flash;2 - 0;7;0;8;16700;2;3;1;0;2;146500;94100;22:32;Play-in;Group A;TH;;;
KWC26_PI_M09_G2;31/07/2026;Red;Win;NuNu;Midlane;Xiao Qiao;Guan Yu;Flash;Buriram United;Team Flash;2 - 0;4;1;10;13700;2;3;1;0;2;172400;48300;22:32;Play-in;Group A;TH;;;
KWC26_PI_M09_G2;31/07/2026;Red;Win;Ligky;Farmlane;Arli;Charlotte;Frenzy;Buriram United;Team Flash;2 - 0;4;2;9;17100;2;3;1;0;2;204600;87200;22:32;Play-in;Group A;TH;;;
KWC26_PI_M09_G2;31/07/2026;Red;Win;Taoz;Roamer;Lapu lapu;;Flash;Buriram United;Team Flash;2 - 0;1;3;13;11500;2;3;1;0;2;82900;145900;22:32;Play-in;Group A;TH;;;
KWC26_PI_M09_G2;31/07/2026;Blue;Lose;Yuh;Clashlane;Ata;Chano;Flash;Team Flash;Buriram United;0 - 2;1;2;3;12300;0;0;0;1;0;71800;174700;22:32;Play-in;Group A;VN;;;
KWC26_PI_M09_G2;31/07/2026;Blue;Lose;Julius;Jungler;Lam;Mai Shiranui;Smite;Team Flash;Buriram United;0 - 2;5;5;3;15600;0;0;0;1;0;78800;113300;22:32;Play-in;Group A;VN;;;
KWC26_PI_M09_G2;31/07/2026;Blue;Lose;HieuDuc;Midlane;Lorion;Biron;Flash;Team Flash;Buriram United;0 - 2;2;5;4;12700;0;0;0;1;0;146400;83900;22:32;Play-in;Group A;VN;;;
KWC26_PI_M09_G2;31/07/2026;Blue;Lose;Ryn;Farmlane;Ao Yin;Fatih;Flash;Team Flash;Buriram United;0 - 2;1;2;4;13400;0;0;0;1;0;112900;82900;22:32;Play-in;Group A;VN;;;
KWC26_PI_M09_G2;31/07/2026;Blue;Lose;Tofu;Roamer;Zhang Fei;;Heal;Team Flash;Buriram United;0 - 2;0;3;5;10100;0;0;0;1;0;50300;235100;22:32;Play-in;Group A;VN;;;
KWC26_PI_M10_G1;31/07/2026;Blue;Lose;Ratel;Clashlane;Guan Yu;Pei;Sprint;NS RedForce;Blacklist Intl.;0 - 1;1;2;5;11600;0;1;0;0;0;47100;81200;18:02;Play-in;Group B;KR;;;
KWC26_PI_M10_G1;31/07/2026;Blue;Lose;Haku;Jungler;Augran;Agudo;Smite;NS RedForce;Blacklist Intl.;0 - 1;4;2;3;11900;0;1;0;0;0;137900;160100;18:02;Play-in;Group B;KR;;;
KWC26_PI_M10_G1;31/07/2026;Blue;Lose;Illusion;Midlane;Lorion;Di Renjie;Flash;NS RedForce;Blacklist Intl.;0 - 1;1;2;6;10500;0;1;0;0;0;229500;54000;18:02;Play-in;Group B;KR;;;
KWC26_PI_M10_G1;31/07/2026;Blue;Lose;Siri;Farmlane;Hou Yi;Flowborn(FL);Flash;NS RedForce;Blacklist Intl.;0 - 1;1;6;5;12800;0;1;0;0;0;133400;57900;18:02;Play-in;Group B;KR;;;
KWC26_PI_M10_G1;31/07/2026;Blue;Lose;Namu3;Roamer;Lian Po;;Flash;NS RedForce;Blacklist Intl.;0 - 1;0;2;6;7600;0;1;0;0;0;45300;132100;18:02;Play-in;Group B;KR;;;
KWC26_PI_M10_G1;31/07/2026;Red;Win;Chammy1;Clashlane;Charlotte;Ao Yin;Flash;Blacklist Intl.;NS RedForce;1 - 0;6;2;6;14700;2;1;0;0;2;106900;94400;18:02;Play-in;Group B;PH;;;
KWC26_PI_M10_G1;31/07/2026;Red;Win;Juschie;Jungler;Flowborn(JG);Chicha;Smite;Blacklist Intl.;NS RedForce;1 - 0;1;1;8;11600;2;1;0;0;2;93400;221700;18:02;Play-in;Group B;PH;;;
KWC26_PI_M10_G1;31/07/2026;Red;Win;Dragon;Midlane;Garuda;Lapu lapu;Flash;Blacklist Intl.;NS RedForce;1 - 0;1;2;7;9800;2;1;0;0;2;126000;61500;18:02;Play-in;Group B;PH;;;
KWC26_PI_M10_G1;31/07/2026;Red;Win;Goldenk1te;Farmlane;Arli;Dyadia;Frenzy;Blacklist Intl.;NS RedForce;1 - 0;5;1;5;14500;2;1;0;0;2;125400;64700;18:02;Play-in;Group B;PH;;;
KWC26_PI_M10_G1;31/07/2026;Red;Win;Chazz;Roamer;Zhang Fei;;Heal;Blacklist Intl.;NS RedForce;1 - 0;1;1;10;9100;2;1;0;0;2;33700;150900;18:02;Play-in;Group B;PH;;;
KWC26_PI_M10_G2;31/07/2026;Blue;Lose;Ratel;Clashlane;Charlotte;Ukyo Tachibana;Flash;NS RedForce;Blacklist Intl.;0 - 2;0;3;4;10200;1;1;0;0;0;30000;59600;15:03;Play-in;Group B;KR;;;
KWC26_PI_M10_G2;31/07/2026;Blue;Lose;Haku;Jungler;Dun;Lorion;Smite;NS RedForce;Blacklist Intl.;0 - 2;1;2;1;8300;1;1;0;0;0;42600;108800;15:03;Play-in;Group B;KR;;;
